id,unit_type,no_of_room,no_of_bed,no_of_bath,host_id,host_name,neighbourhood_group,neighbourhood,city,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,rating,license,is_new,calendar.count_demand,calendar.min_night,calendar.max_night
601392275677306227,Guest suite , 1 bedroom , 2 beds , 1 bath,80832210,Thi,,Kensington-Cedar Cottage,Vancouver ,49.23294,-123.07898,Entire home/apt,130,29,4,6/1/2022,0.21,1,0,4.75,License,N,203,28.91625616,365
602154066182833086,Home , 1 bedroom , 1 bed , 1 shared bath,42296359,Natalie,,Riley Park,Vancouver ,49.23459,-123.10079,Private room,130,5,50,11/27/2023,2.54,2,33,4.84,License,N,197,2.015228426,14
602505352466485386,Guesthouse , 1 bedroom , 3 beds , 1.5 baths,448476506,Ethan,,Renfrew-Collingwood,Vancouver ,49.25623,-123.02943,Entire home/apt,119,30,7,9/21/2022,0.37,1,0,4.71,License,N,1,30,1125
602913401013531737,Rental unit , 1 bedroom , 2 beds , 1 bath,117194340,Gurvir,,Sunset,Vancouver ,49.22626,-123.08721,Entire home/apt,180,2,60,10/25/2023,3.06,1,30,4.87,License,N,102,2,1125
602934586251880758,Condo , 2 bedrooms , 3 beds , 1.5 baths,6138671,Andrew,,Downtown,Vancouver ,49.2787,-123.10715,Entire home/apt,245,2,73,10/8/2023,3.72,2,33,4.89,License,N,324,2,1125
602991122404680631,Condo , 1 bedroom , 2 beds , 1 bath,54809316,Sheila,,Downtown,Vancouver ,49.2771,-123.12643,Entire home/apt,164,2,57,11/26/2023,3.03,1,38,4.93,License,N,32,2,1125
603133463630310615,Condo , 1 bedroom , 2 beds , 1 bath,445276644,Vick,,Downtown,Vancouver ,49.27579,-123.12648,Entire home/apt,160,30,3,4/14/2023,0.16,3,1,5,Unlicense,N,160,30,1125
603544416657092376,Home , 4 bedrooms , 3 beds , 1 bath,453795467,Cindy,,Hastings-Sunrise,Vancouver ,49.26954,-123.051,Entire home/apt,100,30,4,8/31/2023,0.22,1,2,4,Unlicense,N,19,30,1125
603626814689298469,Condo , 1 bedroom , 1 bed , 1 bath,19059944,Kieran,,West End,Vancouver ,49.28235,-123.12427,Entire home/apt,175,180,8,10/18/2023,0.52,7,6,5,Unlicense,N,11,180,365
603818499899628527,Condo , Studio , 4 beds , 1 bath,447574593,Imran,,Downtown,Vancouver ,49.27706,-123.12069,Entire home/apt,117,30,3,8/4/2023,0.26,1,3,4,Unlicense,N,41,30,1125
603883328121098333,Condo , 2 bedrooms , 2 beds , 1 bath,454047293,Jason,,Downtown Eastside,Vancouver ,49.28059,-123.09934,Entire home/apt,142,2,110,12/9/2023,5.54,1,61,4.86,License,N,327,1.996941896,1125
604421305038384850,Condo , 2 bedrooms , 2 beds , 2 baths,600607,Martello,,Downtown Eastside,Vancouver ,49.28369,-123.10652,Entire home/apt,0,90,0,null,0,33,0,0,Unlicense,null,365,90,365
604727681310140669,Condo , 1 bedroom , 2 beds , 1 bath,47500007,Claudia,,Downtown,Vancouver ,49.27818,-123.12246,Entire home/apt,166,1,7,12/3/2023,3.28,1,7,4.86,License,N,231,1.147186147,1125
605160287994469707,Condo , 1 bedroom , 1 bed , 1 bath,64269803,Laurel,,West End,Vancouver ,49.2799934,-123.1290267,Entire home/apt,117,2,71,11/12/2023,3.54,2,35,4.9,License,N,233,27.15021459,1125
605307060473340559,Rental unit , 1 bedroom , 1 bed , 1 bath,401961580,Bruno,,Downtown,Vancouver ,49.27303,-123.12464,Entire home/apt,115,30,4,9/8/2022,0.21,1,0,5,Unlicense,N,365,30,365
605332606169282410,Vacation home , Studio , 1 bed , 1 bath,106552909,Jay,,Downtown,Vancouver ,49.280102,-123.126518,Entire home/apt,269,1,62,10/23/2023,3.75,1,42,4.95,License,N,71,1,7
606454117619359125,Condo , 1 bedroom , 1 bed , 1 bath,41557023,Sarah,,Downtown Eastside,Vancouver ,49.28228,-123.08244,Entire home/apt,230,5,6,9/2/2023,0.31,1,2,5,License,N,96,5,30
607203915811682879,Guest suite , 3 bedrooms , 3 beds , 2 baths,3721656,Mohammad,,Hastings-Sunrise,Vancouver ,49.28701,-123.04642,Entire home/apt,123,2,78,11/24/2023,4.37,1,54,4.78,License,N,109,1.871559633,1125
607992574106210859,Boutique hotel , 2 bedrooms , 2 beds , 2 baths,74806205,Adam,,Downtown,Vancouver ,49.2789,-123.12708,Private room,337,1,25,11/12/2022,1.28,30,0,4.68,Exempt,N,281,1,365
608053030891574372,Guest suite , 2 bedrooms , 2 beds , 1 bath,4611299,Lianne And Joshua,,Kitsilano,Vancouver ,49.25772,-123.1667,Entire home/apt,0,5,12,8/6/2023,0.88,1,7,4.83,License,N,365,5,1125
608076159232440691,Condo , 1 bedroom , 1 bed , 1 bath,453798271,Olga,,Downtown,Vancouver ,49.27515,-123.12896,Entire home/apt,214,2,60,5/30/2023,3.17,1,22,4.9,License,N,363,2.14600551,365
608097368668273586,Home , 1 bedroom , 2 beds , 1 bath,454920350,Mavis,,Kensington-Cedar Cottage,Vancouver ,49.25333151,-123.0734595,Entire home/apt,129,4,45,10/1/2023,4.41,1,45,4.93,License,N,275,3.858181818,1125
608252515654744309,Guest suite , 1 bedroom , 1 bed , 1 bath,173305964,Vanessa,,Mount Pleasant,Vancouver ,49.26142,-123.08861,Entire home/apt,99,1,94,11/25/2023,4.76,2,58,4.81,License,N,60,1.35,1125
608629349064811166,Rental unit , 1 bedroom , 1 bed , 1 bath,16926150,Jesse,,Fairview,Vancouver ,49.26468,-123.12203,Entire home/apt,0,30,0,null,0,1,0,0,Unlicense,null,365,30,1125
608705726758009728,Condo , 2 bedrooms , 2 beds , 2 baths,66495563,Preetinder,,Downtown Eastside,Vancouver ,49.27692,-123.10058,Entire home/apt,250,30,3,6/5/2023,0.16,1,1,5,Unlicense,N,22,30,365
608724893294739921,Condo , 1 bedroom , 1 bed , 1 bath,455064328,Brendon,,Kitsilano,Vancouver ,49.27111074,-123.1602433,Entire home/apt,143,2,70,11/1/2023,3.83,1,45,4.69,License,N,353,2.660056657,89
609353050084506686,Rental unit , 2 bedrooms , 2 beds , 1 bath,366483,Michelle,,Kensington-Cedar Cottage,Vancouver ,49.23492,-123.08652,Entire home/apt,120,40,3,7/31/2023,0.17,2,1,5,Unlicense,N,99,40,1125
609410553175400905,Rental unit , 1 bedroom , 1 bed , 1 bath,366483,Michelle,,Kensington-Cedar Cottage,Vancouver ,49.2342,-123.08449,Entire home/apt,97,40,5,8/27/2023,0.34,2,3,5,Unlicense,N,179,40,365
609670248608941536,Condo , 3 bedrooms , 3 beds , 2 baths,455269125,Yi,,Downtown,Vancouver ,49.27804,-123.12408,Entire home/apt,321,30,1,8/5/2022,0.06,1,0,0,Unlicense,null,156,30,1125
610071070003905590,Condo , 1 bedroom , 1 bed , 1 shared bath,125368592,Fox,,Downtown,Vancouver ,49.27772,-123.11934,Private room,83,30,1,5/24/2022,0.05,6,0,0,Unlicense,null,8,30,365
611052589703707024,Condo , 2 bedrooms , 2 beds , 1 bath,15114362,G,,Downtown,Vancouver ,49.27589,-123.12813,Entire home/apt,144,2,95,11/25/2023,4.98,3,64,4.66,License,N,54,2,1125
611121379258353622,Guest suite , 2 bedrooms , 2 beds , 1 bath,455572015,Luna,,Killarney,Vancouver ,49.23206,-123.04752,Entire home/apt,121,1,73,10/8/2023,3.82,1,37,4.74,License,N,263,1,1125
611405029675643099,Rental unit , 2 bedrooms , 2 beds , 1 bath,105481270,Doug,,West End,Vancouver ,49.283688,-123.122597,Entire home/apt,130,30,4,5/8/2023,0.25,1,2,5,Unlicense,N,37,30,365
611511432669901937,Guest suite , 1 bedroom , 1 bed , 1 bath,20451729,Susan,,Marpole,Vancouver ,49.21024654,-123.1341136,Entire home/apt,63,1,33,12/13/2023,11.51,1,33,4.88,License,N,320,1.340625,32
611761422268205294,Condo , 1 bedroom , 2 beds , 1 bath,455699705,Anatoliy,,Downtown,Vancouver ,49.27951,-123.10752,Entire home/apt,137,2,109,11/25/2023,5.52,1,64,4.85,License,N,306,1.421568627,1125
611761793841869482,Guest suite , 1 bedroom , 1 bed , 1 bath,5335111,Eric,,Hastings-Sunrise,Vancouver ,49.26702375,-123.0391086,Entire home/apt,77,2,51,10/22/2023,2.73,16,21,4.84,License,N,131,2,1125
612209813935397709,Townhouse , 2 bedrooms , 1 bed , 1 bath,5058860,Jesse,,Mount Pleasant,Vancouver ,49.25756,-123.0975,Entire home/apt,0,21,1,6/3/2022,0.05,1,0,0,License,null,365,21,30
612373754892538320,Home , 7 bedrooms , 7 beds , 4 baths,347842814,Jacob,,Riley Park,Vancouver ,49.23691,-123.10937,Entire home/apt,610,2,39,10/9/2023,1.97,1,27,4.67,License,N,80,2,730
612551607860152584,Rental unit , 1 bedroom , 1 bed , 1 bath,115449912,Krzys,,Fairview,Vancouver ,49.26001,-123.13188,Entire home/apt,80,30,0,null,0,1,0,0,Unlicense,null,348,30,90
613327802223607485,Condo , 1 bedroom , 1 bed , 1 bath,454013433,Anna,,Mount Pleasant,Vancouver ,49.26728,-123.11363,Entire home/apt,159,30,5,6/5/2023,0.27,1,2,4.8,Unlicense,N,365,30,1125
613776602622404469,Condo , 3 bedrooms , 3 beds , 2.5 baths,74806205,Adam,,Downtown,Vancouver ,49.27416,-123.12744,Entire home/apt,1729,3,0,null,0,30,0,0,License,null,1,3,365
613813114468644371,Townhouse , 3 bedrooms , 3 beds , 2.5 baths,456189444,Leo,,Sunset,Vancouver ,49.22571,-123.07777,Entire home/apt,310,2,42,9/11/2023,2.18,4,19,4.88,License,N,290,2,1125
614061219604928949,Guest suite , 1 bedroom , 2 beds , 1 bath,456233425,Charles,,Grandview-Woodland,Vancouver ,49.263538,-123.077103,Entire home/apt,115,2,48,11/29/2023,3,1,37,5,License,N,203,3.822660099,30
614082306603487238,Guest suite , 2 bedrooms , 2 beds , 1 bath,65558311,Sharon,,Killarney,Vancouver ,49.22287,-123.04107,Entire home/apt,200,2,44,10/10/2023,2.21,1,17,4.95,License,N,225,2,1125
614477422281461473,Home , 1 bedroom , 1 bed , 1.5 shared baths,74646703,Kristoffer,,Grandview-Woodland,Vancouver ,49.2768738,-123.0598092,Private room,55,1,9,12/12/2023,4.91,1,9,4.91,License,N,136,1,1125
614535285620077327,Home , 5 bedrooms , 5 beds , 4 baths,263349797,Thuy,,Kensington-Cedar Cottage,Vancouver ,49.23663,-123.07494,Entire home/apt,321,2,64,10/9/2023,3.41,1,36,4.75,License,N,213,2,1125
614561663212500179,Condo , 1 bedroom , 2 beds , 1 bath,97498811,Tanja,,Downtown,Vancouver ,49.27992,-123.12284,Entire home/apt,137,2,67,12/12/2023,3.44,1,39,4.76,License,N,326,2,1125
614593732126628457,Rental unit , 1 bedroom , 1 bed , 1 bath,99567027,Raj,,Mount Pleasant,Vancouver ,49.2599,-123.10077,Entire home/apt,0,1,7,6/19/2022,0.36,1,0,4.57,License,N,365,1,365
615359455962613090,Guest suite , 1 bedroom , 2 beds , 1 bath,422929119,Jessica,,Hastings-Sunrise,Vancouver ,49.27064,-123.03864,Entire home/apt,90,2,64,10/1/2023,3.33,1,30,4.91,License,N,323,2,13
615500879384445059,Guest suite , 2 bedrooms , 4 beds , 1 bath,135067489,Chelsea,,Riley Park,Vancouver ,49.25564,-123.10419,Entire home/apt,200,2,33,11/27/2023,1.69,1,17,4.94,License,N,302,2,1125
615502055752548982,Rental unit , 1 bedroom , 1 bed , 1 bath,4004895,Katharina,,Fairview,Vancouver ,49.26068,-123.14138,Entire home/apt,152,3,32,11/14/2023,1.64,1,17,4.59,License,N,292,3,30
615894425249570290,Condo , 2 bedrooms , 3 beds , 2 baths,456659413,Heidi,,Downtown,Vancouver ,49.288311,-123.125313,Entire home/apt,349,30,8,10/11/2023,0.44,1,4,4.75,Unlicense,N,313,30,1125
615971194962131099,Townhouse , 3 bedrooms , 3 beds , 3.5 baths,4292086,Anne,,Fairview,Vancouver ,49.264004,-123.121536,Entire home/apt,215,30,3,11/18/2023,0.17,13,1,5,Unlicense,N,31,86.12903226,365
616050328255396636,Camper/RV , 2 bedrooms , 2 beds , 0 baths,7660215,Victor,,Downtown Eastside,Vancouver ,49.28154,-123.10701,Entire home/apt,200,4,2,6/17/2023,0.29,3,2,0,Exempt,null,3,4,21
616678241381563222,Guest suite , 1 bedroom , 2 beds , 1 bath,456822362,Kiyan,,Marpole,Vancouver ,49.2078,-123.12619,Entire home/apt,68,1,98,11/29/2023,5.27,1,70,4.96,License,N,116,1.137931034,1125
616880344887549590,Condo , 1 bedroom , 2 beds , 1 bath,38969986,Matt,,Mount Pleasant,Vancouver ,49.26692,-123.09965,Entire home/apt,110,30,6,10/25/2022,0.35,1,0,4.17,License,N,36,30,1125
617340462521056282,Guesthouse , 1 bedroom , 2 beds , 1 bath,2671692,Janice,,Hastings-Sunrise,Vancouver ,49.27213,-123.04165,Entire home/apt,85,30,2,7/26/2022,0.11,1,0,0,Unlicense,null,287,30,1125
617626448705846583,Home , 1 bedroom , 2 beds , 1 bath,4470971,Shaira Sd,,Grandview-Woodland,Vancouver ,49.267506,-123.058884,Entire home/apt,245,2,18,9/30/2023,0.96,1,8,4.83,License,N,192,2,14
617652251839545857,Home , 2 bedrooms , 3 beds , 2.5 baths,137395467,Begum,,Kitsilano,Vancouver ,49.267002,-123.17424,Entire home/apt,0,15,9,8/21/2022,0.49,1,0,4.89,License,N,365,15,1125
618098020110762525,Home , 2 bedrooms , 2 beds , 1 bath,42296359,Natalie,,Riley Park,Vancouver ,49.23444,-123.09966,Entire home/apt,200,2,13,7/2/2023,0.67,2,4,4.92,License,N,365,2,14
618160400027471214,Home , 1 bedroom , 1 bed , 1 bath,248434132,Adrienne,,Riley Park,Vancouver ,49.2513773,-123.0993979,Entire home/apt,102,2,84,12/1/2023,4.65,1,54,4.81,License,N,303,2.858085809,1125
618202202662861233,Condo , 2 bedrooms , 2 beds , 1 bath,101303135,Grant,,Downtown Eastside,Vancouver ,49.28125,-123.0833435,Entire home/apt,125,30,2,12/6/2023,0.12,1,1,0,Unlicense,null,32,30,1125
618204991297849432,Villa , 2 bedrooms , 2 beds , 1 private bath,456298882,Vivi,,Dunbar Southlands,Vancouver ,49.23458,-123.18825,Private room,0,1,27,9/2/2023,1.38,1,11,4.81,License,N,365,1,30
618309038300435402,Guest suite , 1 bedroom , 2 beds , 1 bath,90694647,Chengling,,Dunbar Southlands,Vancouver ,49.23386,-123.18912,Entire home/apt,109,1,120,11/26/2023,6.14,2,76,4.88,License,N,54,1,1125
618433336469061058,Guesthouse , 2 bedrooms , 3 beds , 1.5 baths,432685272,Christy,,Renfrew-Collingwood,Vancouver ,49.25127,-123.02669,Entire home/apt,150,30,46,9/24/2023,2.43,1,31,4.91,License,N,230,30,1125
618812251798100112,Home , 3 bedrooms , 4 beds , 2 baths,455072817,Sophia,,Hastings-Sunrise,Vancouver ,49.2728545,-123.0281518,Entire home/apt,220,2,66,11/27/2023,3.47,1,42,4.71,License,N,101,2,28
618941180712090147,Condo , 1 bedroom , 1 bed , 1 bath,227662329,Jordan,,Kitsilano,Vancouver ,49.27133,-123.15028,Entire home/apt,333,2,18,8/20/2023,1.02,134,6,4.83,License,N,296,1.817567568,1125
619021585782094652,Condo , 2 bedrooms , 2 beds , 1 bath,92583205,Jin,,Arbutus Ridge,Vancouver ,49.2369,-123.155678,Entire home/apt,140,30,6,11/4/2023,0.33,2,3,4.83,Unlicense,N,24,30,1125
619598343741995242,Guest suite , 2 bedrooms , 3 beds , 1 bath,16006188,Lori,,Kitsilano,Vancouver ,49.26727,-123.14891,Entire home/apt,400,3,33,11/26/2023,2.64,1,32,4.94,License,N,212,3,1125
619599861618191200,Condo , 2 bedrooms , 2 beds , 2 baths,30899,Rami,,Mount Pleasant,Vancouver ,49.27039,-123.11108,Entire home/apt,194,30,1,7/1/2022,0.06,13,0,0,Unlicense,null,21,30,1125
619851552609673097,Home , 1 bedroom , 2 beds , 1 bath,457537927,Yuxiao,,Arbutus Ridge,Vancouver ,49.2374,-123.16893,Entire home/apt,91,1,99,12/5/2023,5.09,1,69,4.77,License,N,210,1,1125
619891189877830557,Condo , Studio , 2 beds , 1 bath,94457639,Behnoosh,,West End,Vancouver ,49.2795,-123.13108,Entire home/apt,99,30,5,11/23/2023,0.52,1,5,5,Unlicense,N,19,30,1125
620232534582512418,Condo , 1 bedroom , 2 beds , 1 bath,39189964,Joey,,Downtown,Vancouver ,49.28618,-123.12278,Entire home/apt,172,2,86,11/27/2023,4.8,1,57,4.92,License,N,360,2,1125
620479604431633315,Rental unit , 2 bedrooms , 2 beds , 1 bath,448769974,Jasvinder,,Kitsilano,Vancouver ,49.27306,-123.15072,Entire home/apt,200,1,58,11/25/2023,3.04,3,29,4.58,Exempt,N,30,1,1125
620894844742564392,Guest suite , 2 bedrooms , 2 beds , 1 bath,5335111,Eric,,Hastings-Sunrise,Vancouver ,49.26721,-123.03685,Entire home/apt,100,2,32,10/22/2023,2.06,16,24,4.82,License,N,315,2.196825397,1125
621257811343758751,Condo , 3 bedrooms , 4 beds , 2 baths,416368102,Sherry,,Downtown,Vancouver ,49.27944,-123.10722,Entire home/apt,841,2,16,9/18/2023,0.95,3,4,4.81,License,N,6,2,365
621557301420276136,Guest suite , 2 bedrooms , 2 beds , 1 bath,159266207,Colleen,,Kensington-Cedar Cottage,Vancouver ,49.25239,-123.06405,Entire home/apt,100,30,7,9/4/2023,0.42,1,2,4.88,License,N,127,30,1125
621695271096439188,Guesthouse , 2 bedrooms , 2 beds , 1 bath,5335111,Eric,,Hastings-Sunrise,Vancouver ,49.26681519,-123.0383682,Entire home/apt,119,3,39,11/21/2023,2.05,16,18,4.74,License,N,333,3,1125
621769212719434781,Loft , 1 bedroom , 1 bed , 1 bath,26007043,Alex,,Downtown,Vancouver ,49.28003,-123.12232,Entire home/apt,350,3,31,11/11/2023,1.64,1,19,4.74,License,N,98,3,1125
621785894249630218,Condo , 1 bedroom , 1 bed , 1.5 baths,6841856,Wayne,,Fairview,Vancouver ,49.25934,-123.12044,Entire home/apt,172,2,19,10/8/2023,1,1,9,5,License,N,286,2.482517483,365
623060084990213309,Guest suite , 1 bedroom , 1 bed , 1 bath,1705687,Stavroula,,Kitsilano,Vancouver ,49.263187,-123.182526,Entire home/apt,65,30,7,12/11/2023,0.43,1,5,4.86,Unlicense,N,311,30,365
623214312648827741,Condo , 1 bedroom , 2 beds , 1 bath,14150607,David,,Downtown,Vancouver ,49.27867,-123.12352,Entire home/apt,160,30,9,10/30/2023,0.52,1,8,4.89,License,N,225,30,365
623315425043333486,Rental unit , Studio , 1 bed , 1 bath,238308886,Terry,,West End,Vancouver ,49.29158,-123.13427,Entire home/apt,110,30,8,12/3/2023,0.76,37,8,4.38,Unlicense,N,96,30,365
623430413020853563,Guesthouse , 1 bedroom , 2 beds , 1.5 baths,294150984,Sarah,,Riley Park,Vancouver ,49.25579,-123.10486,Entire home/apt,300,3,33,11/29/2023,1.76,1,18,4.91,License,N,10,5,365
623925697137013134,Rental unit , 1 bedroom , 1 bed , 1 bath,238308886,Terry,,West End,Vancouver ,49.29142896,-123.1328933,Entire home/apt,125,30,7,8/9/2023,0.39,37,5,5,Unlicense,N,266,30,365
603081354355516451,Villa , 1 bedroom , 1 bed , Shared half-bath,88405999,Kristy,,Kerrisdale,Vancouver ,49.22049972,-123.1515657,Private room,68,30,0,null,0,6,0,0,Unlicense,null,0,0,0
624056080233952427,Guest suite , Studio , 1 bed , 1 bath,14862478,Ian,,Kensington-Cedar Cottage,Vancouver ,49.24939,-123.06427,Entire home/apt,83,4,24,11/14/2023,1.44,1,20,4.88,License,N,298,4,365
624508553181748562,Condo , 2 bedrooms , 2 beds , 2 baths,458580089,Deeno,,Downtown,Vancouver ,49.280102,-123.126518,Entire home/apt,304,1,118,11/28/2023,8.78,1,109,4.96,License,N,119,1,1125
624652822501750219,Home , 1 bedroom , 1 bed , 1 private bath,186837058,Sunny,,Arbutus Ridge,Vancouver ,49.253864,-123.166832,Private room,96,1,121,11/24/2023,6.34,4,70,4.91,License,N,280,1,30
624699089278954370,Condo , 1 bedroom , 1 bed , 1 bath,71589389,Natasha,,Downtown,Vancouver ,49.274921,-123.115028,Entire home/apt,178,30,2,9/27/2022,0.11,2,0,0,Unlicense,null,365,30,120
624723728831681250,Condo , 1 bedroom , 1 bed , 1 bath,88849559,Rick,,Downtown,Vancouver ,49.281181,-123.12558,Entire home/apt,187,60,6,11/22/2023,0.36,1,4,5,Unlicense,N,96,60,1125
624748536510828266,Home , 2 bedrooms , 2 beds , 1.5 baths,122063801,Gaurav,,Marpole,Vancouver ,49.21132,-123.12131,Entire home/apt,158,2,45,11/9/2023,2.54,1,31,4.84,License,N,357,2,1125
624919514998278171,Guest suite , 1 bedroom , 1 bed , 1 bath,57307418,Paul,,Hastings-Sunrise,Vancouver ,49.28478,-123.02852,Entire home/apt,125,1,46,12/11/2023,2.47,1,26,5,License,N,24,1,365
625047365031380809,Townhouse , 3 bedrooms , 3 beds , 2.5 baths,456189444,Leo,,Victoria-Fraserview,Vancouver ,49.22407,-123.07631,Entire home/apt,310,2,42,9/23/2023,2.17,4,19,4.9,License,N,289,2,1125
625246115951293189,Rental unit , 1 bedroom , 1 bed , 1 bath,238308886,Terry,,West End,Vancouver ,49.29171,-123.13414,Entire home/apt,125,30,2,11/14/2023,0.11,37,1,0,Unlicense,null,118,30,365
625541081503649614,Guest suite , 2 bedrooms , 3 beds , 1 bath,179555180,Andrew,,Sunset,Vancouver ,49.2224,-123.09316,Entire home/apt,350,1,3,5/30/2022,0.16,1,0,4.67,License,N,186,1,1125
625692179289449975,Condo , 2 bedrooms , 2 beds , 1 bath,210999504,Fred,,Downtown,Vancouver ,49.28869,-123.12571,Entire home/apt,119,30,3,11/12/2023,0.18,3,2,3.67,Unlicense,N,18,30,365
625844667500024063,Rental unit , 2 bedrooms , 2 beds , 2 baths,51231052,Adam,,West End,Vancouver ,49.2861,-123.12684,Entire home/apt,0,25,1,11/30/2022,0.08,2,0,0,License,null,365,25,365
626158733050537245,Home , 1 bedroom , 3 beds , 1 bath,21018988,Victor,,Riley Park,Vancouver ,49.25585,-123.11175,Entire home/apt,191,2,31,10/22/2023,1.67,1,14,4.77,License,N,282,2,14
626234398126749762,Rental unit , 1 bedroom , 1 bed , 1 bath,10786635,Nadia,,Downtown,Vancouver ,49.27568,-123.11587,Entire home/apt,195,3,12,9/18/2023,0.67,1,6,4.75,License,N,285,3,1125
626319868114293618,Condo , 1 bedroom , 2 beds , 1 bath,5335111,Eric,,Downtown,Vancouver ,49.28010559,-123.1085129,Entire home/apt,95,3,74,10/2/2023,4.2,16,52,4.85,License,N,151,13.89403974,60
626324836786854668,Condo , 1 bedroom , 1 bed , 1 bath,37449752,Patrick,,Downtown Eastside,Vancouver ,49.278812,-123.09893,Entire home/apt,138,3,32,11/27/2023,1.81,1,18,4.97,License,N,331,3,1125
626376751841911743,Condo , 1 bedroom , 1 bed , 1 bath,301139328,Arthur,,Downtown,Vancouver ,49.279613,-123.124092,Entire home/apt,199,1,89,11/13/2023,5.34,1,66,4.92,License,N,346,1.289017341,1125
626670584936455248,Condo , 3 bedrooms , 3 beds , 3.5 baths,459053351,H,,Downtown,Vancouver ,49.278069,-123.119423,Entire home/apt,0,30,1,7/16/2022,0.06,1,0,0,Unlicense,null,365,30,365
627548811081449811,Guest suite , 1 bedroom , 2 beds , 1 bath,436530627,Steven,,Riley Park,Vancouver ,49.25629,-123.11224,Entire home/apt,49,2,113,12/1/2023,5.94,1,67,4.69,License,N,310,1.95483871,1125
627789510779552820,Guesthouse , 3 bedrooms , 4 beds , 2 baths,448347241,Gary,,Victoria-Fraserview,Vancouver ,49.23109,-123.05583,Entire home/apt,146,1,28,10/29/2023,1.49,2,20,4.54,License,N,1,1,1125
627797252761424606,Rental unit , 1 bedroom , 2 beds , 1 bath,353108320,Justin J,,Downtown,Vancouver ,49.27831211,-123.1079287,Entire home/apt,148,2,82,12/3/2023,4.78,1,57,4.78,License,N,63,2,1125
627861999341961586,Home , 2 bedrooms , 2 beds , 1 bath,423624284,Suthaharan,,Sunset,Vancouver ,49.21843,-123.09575,Entire home/apt,180,30,0,null,0,1,0,0,Unlicense,null,1,30,1125
628492950660821905,Condo , 1 bedroom , 2 beds , 2 baths,7802680,Ellie,,Kitsilano,Vancouver ,49.26265,-123.15237,Entire home/apt,220,120,3,9/6/2023,0.18,1,2,5,Unlicense,N,97,120,1125
628536101890683784,Guest suite , 1 bedroom , 1 bed , 1 bath,292645167,Koby,,Kitsilano,Vancouver ,49.26006,-123.1636,Entire home/apt,90,30,7,11/25/2023,0.84,1,7,5,Unlicense,N,232,30,365
629175188531648151,Condo , 1 bedroom , 2 beds , 1 bath,344795928,Aida,,Mount Pleasant,Vancouver ,49.26611,-123.0982,Entire home/apt,300,3,26,9/15/2023,1.4,1,12,4.88,License,N,363,3,180
